"ECE_Id","Org_Name","Telephone","Fax","Email","Add1_Line1","Add1_Suburb","Add1_City","Org_Type","Definition","Authority","20_Hrs_ECE","Equity_Index","Territorial_Authority","Regional_Council","Education_Region","General_Electorate","Māori_Electorate","Area_Unit","Ward","Contact1_Name","Add2_Line1","Add2_Suburb","Add2_City","Management_Telephone","Management_Fax","Col_Id","Col_Name","Latitude","Longitude","All_Children","Under_2s","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Roll_Date","Total","European","Māori","Pacific","Asian","Other"
"65088",Lalaga Preschool,"03 366 6679","",office@lalaga.co.nz,"37 Brougham Street",Addington,Christchurch,Education and Care Service,Samoan ECE service,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Addington,Spreydon Ward,Patricia Timmins,"5 Grants Road",Papanui,Christchurch 8053,"03-3666679","","","",-43.547029000,"172.618910000","35","12","0","7","4","7","7","2","2020-07-01 00:00:00.0000000","27","1","0","0","15","0"
"30131",Somerset Smyth Private Preschool,"07 854 6250","07 854 6250",thekidsclubkindergarten@gmail.com,"41 Cate Road",Flagstaff-Hamilton,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Horsham Downs,East Ward,Angela Carson,"39 Cate Road",Rototuna,Hamilton 3210,"07-8546250","07-8546250","","",-37.728959000,"175.265198000","55","25","0","0","11","10","5","0","2020-07-01 00:00:00.0000000","26","15","6","0","5","0"
"55419",Titiro Whakamua - Looking Forward Early Childhood Centre,"04 529 8355","",titiroecec@xtra.co.nz,"34 Miro Street",Upper Hutt CBD,Upper Hutt,Education and Care Service,Not Applicable,Community based,No,EQI 1,Upper Hutt City,Wellington Region,Wellington,Remutaka,Ikaroa-Rawhiti,Trentham North,Area Outside Ward,Sarah Sampson,"34 Miro Street ",Trentham,Upper Hutt 5018,"04-5298355","04-5298356","","",-41.131314000,"175.052727000","30","25","5","8","2","0","0","0","2020-07-01 00:00:00.0000000","15","7","5","0","0","0"
"65069",Learning Land,"03 548 2552","","","54 Tasman Street",The Wood,Nelson,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Nelson City,Nelson Region,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,The Wood,Area Outside Ward,Rita Elizabeth Serfontein,"54 Tasman Street",The Wood,Nelson 7010,"03 5482552","03 5482539","99005",Nelson City Community of Learning,-41.270364000,"173.291495000","25","0","0","0","11","16","11","1","2020-07-01 00:00:00.0000000","39","32","3","0","1","1"
"10205",Feathers Early Learning Centre ,"09 832 7986","09 832 7987",admin@featherschildcare.co.nz,"64 Lincoln Park",Massey,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 4,Auckland - Henderson-Massey,Auckland Region,Auckland,Upper Harbour,Te Tai Tokerau,Waimumu North,Waitakere Ward,Yun Wu,"64 Lincoln Park Avenue","",Auckland 0614,"","","","",-36.841246000,"174.614964000","49","20","0","4","9","6","8","2","2020-07-01 00:00:00.0000000","29","11","1","0","11","2"
"34106",River Kids Early Learning Centre,"07 855 0666","","","2 Donny Avenue",Hamilton Central,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Chartwell,East Ward,Showanna Palaone,"15 Riverlinks Lane",Flagstaff,Hamilton 3210,"07-8544069","","","",-37.759900000,"175.267572000","50","14","1","10","7","10","9","0","2020-07-01 00:00:00.0000000","37","17","16","0","3","0"
"20527",Playhouse Early Childhood Centre,"09 827 7833","09 827 7834",info@playhousechildcare.co.nz,"38 La Rosa Street",Green Bay,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Whau,Auckland Region,Auckland,New Lynn,Tamaki Makaurau,Green Bay,Whau Ward,Gregory Burt,"38 La Rosa Street",Green Bay,Auckland 0604,"09-3616711","09-8277833","","",-36.929558000,"174.673733000","49","14","3","10","18","15","15","0","2020-07-01 00:00:00.0000000","61","45","7","0","6","1"
"5637",Greenhithe Kindergarten,"09 413 9171","09 413 9171",greenhithe@aka.org.nz,"10 Isobel Road",Greenhithe,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Upper Harbour,Auckland Region,Auckland,Upper Harbour,Te Tai Tokerau,Greenhithe,Albany Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,"09-3766524","","","",-36.773766000,"174.676545000","30","0","0","0","0","13","25","1","2020-07-01 00:00:00.0000000","39","31","0","0","7","0"
"60368",South Wellington Montessori School,"04 831 1470","",info@montessorieco.nz,"4 Duppa Street",Berhampore,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,Not Applicable / Unknown,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga,Berhampore West,Southern Ward,William McDonald,P O Box 5310,"",Wellington 6145,"04-8311470","","","",-41.323616000,"174.774681000","29","0","0","0","6","6","7","1","2020-07-01 00:00:00.0000000","20","4","4","0","6","5"
"30128",BestStart Rototuna,"07 854 0540","07 854 0540",julie.bradley@best-start.org,"23 Saxon Woods Drive",Flagstaff-Hamilton,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Horsham Downs,East Ward,Julie Bradley,P O Box 276177,Manukau City,South Auckland 2241,"07-8502059","","99132",Te Pae Here Kāhui Ako Te Raki Rāwhiti o Kirikiriroa,-37.730956000,"175.259912000","50","14","2","8","12","14","14","1","2020-07-01 00:00:00.0000000","51","14","10","0","14","8"
"65086",Tino E Tasi Preschool,"03 981 5954","",tet.preschool@gmail.com,"120 Shortland Street",Aranui,Christchurch,Education and Care Service,Samoan ECE service,Privately owned,Yes,EQI 2,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Wainoni,Burwood Ward,Saul Luamanuvae-Su'a,"120 Shortland Street",Linwood,Christchurch 8061,"03-4877522","","","",-43.518599000,"172.696765000","49","9","0","7","11","7","8","1","2020-07-01 00:00:00.0000000","34","0","2","0","0","0"
"30100",BestStart Clarence Street,"07 834 2291","07 839 2293","","128 Clarence Street",Hamilton Central,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Hamilton Lake,West Ward,Julie Bradley,P O Box 276177,Manukau City,South Auckland 2241,"07-8502059","","","",-37.795308000,"175.279824000","43","15","2","6","10","13","16","0","2020-07-01 00:00:00.0000000","47","21","11","0","11","1"
"65059",Ready Steady Play,"03 383 8352","",manager@readysteadyplay.co.nz,"141 Burwood Road",Burwood,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Travis Wetland,Burwood Ward,Chantelle Foster,P O Box 628,Stanmore Bay,Whangaparaoa 0943,"03-3838352","","99175",Ōtākaro Community of Learning,-43.491054000,"172.683698000","65","24","3","14","28","18","30","1","2020-07-01 00:00:00.0000000","94","49","30","0","5","0"
"47707",Penguins School of Early Learning 2,"09 537 4970","","","197 Whitford Road",Howick,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Botany,Tamaki Makaurau,Kilkenny,Howick Ward,Clarence Van der Wel,P O Box 6199,Wellesley Street,Auckland 1141,"09-360440","","","",-36.921013000,"174.931235000","50","0","0","0","0","6","23","0","2020-07-01 00:00:00.0000000","29","8","0","0","18","0"
"83073",Gladstone Pre-School,"03 214 9303","03 214 9302",gladstoneandsalford@xtra.co.nz,"20 Lewis Street",Gladstone-Invercargill,Invercargill,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Invercargill City,Southland Region,Otago/Southland,Invercargill,Te Tai Tonga,Gladstone-Avenal,Area Outside Ward,Anna Stewart,"20 Lewis Street",Invercargill,Invercargill 9810,"03-2149303","03-2149302","","",-46.392725000,"168.348616000","63","24","1","20","24","22","18","0","2020-07-01 00:00:00.0000000","85","71","12","0","1","0"
"55417",Discovery Preschool Ltd,"04 979 9795","","","3 Waldie Grove",Avalon,Lower Hutt,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Lower Hutt City,Wellington Region,Wellington,Remutaka,Ikaroa-Rawhiti,Avalon East,Central Ward,Karthikayan Palaniveloo,"2 Oakmont Street",Heretaunga,Upper Hutt 5018,"04-5638656","","","",-41.190185000,"174.952783000","30","0","0","0","9","6","4","0","2020-07-01 00:00:00.0000000","19","1","1","0","12","1"
"30108",Dinsdale Early Learning Centre,"07 885 1016","07 847 1443","","24 Dinsdale Road",Hamilton Central,Hamilton,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Dinsdale North,West Ward,Donovan Clarke,P O Box 341,Putaruru,Waikato 3443,"07-8851016","","99035",He Waka Eke Noa (NW Hamilton) Community of Learning,-37.794335000,"175.245654000","45","15","2","3","13","15","9","2","2020-07-01 00:00:00.0000000","44","15","18","0","10","0"
"10198",Starship Play Service Ward 24A & 24B,"09 307 8989","09 375 7041","",Park Road,Grafton,Auckland,Hospital Based,Not Applicable,Community based,No,EQI 1,Auckland - Waitemata,Auckland Region,Auckland,Auckland Central,Tamaki Makaurau,Grafton East,Waitemata and Gulf Ward,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,"09-3078987 Ext 25960","","99125",Te Kāhui Ako o Tiriwā,-36.860694000,"174.769527000","25","25","","","","","","","2020-07-01 00:00:00.0000000","","","","","",""
"70558",Mozarts,"03 355 5099","",sandra@mozarts.co.nz,"69 Bristol Street",Merivale,Christchurch,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,St Albans West,Fendalton Ward,Sandra Ford,"96 Whincops Road",Halswell,Christchurch 8025,"03-3555099","","","",-43.514884000,"172.627673000","20","0","0","0","4","6","7","0","2020-07-01 00:00:00.0000000","17","6","4","0","7","0"
"20550",Busy Minds Early Learning Centre,"09 478 5510","","","319 Sunset Road",Mairangi Bay,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Devonport-Takapuna,Auckland Region,Auckland,North Shore,Te Tai Tokerau,Sunnynook,North Shore Ward,Kate  Wyness,P O Box 334082,Sunnynook,Auckland 0743,"09-4806408","","","",-36.747061000,"174.739781000","41","4","0","0","6","12","18","2","2020-07-01 00:00:00.0000000","38","23","3","0","12","0"
"10190",Glow Kids,"09 845 8070","",info@glowkids.org.nz,"13 Coyle Street",Sandringham,Auckland,Education and Care Service,Early Intervention EC service,Community based,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Mt Albert,Tamaki Makaurau,Sandringham West,Albert-Eden-Roskill Ward,Sonya Sinclair,P O Box 16291,Sandringham,Auckland 1351,"09-8458070","","99150",Mt Albert Community of Learning,-36.889834000,"174.734949000","25","0","0","0","0","5","5","2","2020-07-01 00:00:00.0000000","12","4","3","0","5","0"
"30102",Mini Miracles Educare Claudelands,"07 853 8448","07 853 8448","","12 Claude Street",Hamilton Central,Hamilton,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Claudelands,East Ward,Rebecca Dale,"105 Tephra Boulevard",Stonefields,Auckland 1072,"07-8538448","","","",-37.773303000,"175.285815000","35","17","0","5","9","8","5","0","2020-07-01 00:00:00.0000000","27","13","13","0","1","0"
"10254","1 + 1 Preschool","09 271 2321","","1plus1preschool@gmail.com","32 Feeny Crescent",Botany,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Howick,Auckland Region,Auckland,Botany,Tamaki Makaurau,Greenmount,Howick Ward,Yufan Jiang,"32 Feeny Crescent",East Tamaki,South Auckland 2013,"09-2712321","","","",-36.943815000,"174.906410000","30","12","0","3","3","15","5","4","2020-07-01 00:00:00.0000000","30","6","1","0","22","1"
"10258",YMCA Early Learning Centre Massey,"09 832 7324","",earlylearning.massey@ymcaauckland.org.nz,"545 Don Buck Road",Massey,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Auckland - Henderson-Massey,Auckland Region,Auckland,Kaipara ki Mahurangi,Te Tai Tokerau,Westgate,Waitakere Ward,Priscilla  Dougall,Victoria Street West Private Bag 92150,"",Auckland 1142,"","","99125",Te Kāhui Ako o Tiriwā,-36.824357000,"174.607925000","30","10","0","0","6","6","8","0","2020-07-01 00:00:00.0000000","20","5","5","0","5","3"
"10260",Tiny Stars ,"09 273 6942","09 274 5945",fisi@tinystars.school.nz,"208 A Preston Road",East Tamaki,Auckland,Education and Care Service,Cook Island ECE service,Privately owned,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Ferguson,Manukau Ward,James Bradley,P O Box 74471,Greenlane,Auckland 1546,"09-5228908","","","",-36.961603000,"174.888420000","100","22","4","6","15","10","6","1","2020-07-01 00:00:00.0000000","42","0","12","0","0","0"
"10261",Kidd Inn Early Learning Centre Ltd,"09 818 9398","",kiddinn@xtra.co.nz,"49 Kaurilands Road",Glen Eden,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Waitakere Ranges,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Konini,Waitakere Ward,Kerry Leonard,"49 Kaurilands Rd",Glen Eden,Waitakere 0602,"09-818 9398","","99062",Kōtuitui Community of Learning,-36.924100000,"174.650133000","85","24","1","25","31","27","25","0","2020-07-01 00:00:00.0000000","109","82","4","0","11","6"
"47726",Little Geckos Childcare Centre,"09 459 1860","",c.green@kieter.co.nz,"11 Deveron Street",Regent,Whangarei,Education and Care Service,Not Applicable,Privately owned,No,EQI 5+,Whangarei District,Northland Region,Tai Tokerau,Whangarei,Te Tai Tokerau,Regent,Okara Ward,Cherie Green,P O Box 40581,Glenfield,Auckland 0747,"","","","",-35.713687000,"174.325237000","18","18","5","14","0","0","0","0","2020-07-01 00:00:00.0000000","19","12","6","0","1","0"
"65068",St Andrews College Preschool,"03 940 2030","",preschool@stac.school.nz,"347 Papanui Road",Papanui,Christchurch,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Strowan,Fendalton Ward,Jonathan Bierwirth,"347 Papanui Road",Strowan,Christchurch 8052,"03-9402030","","","",-43.507609000,"172.613142000","42","0","0","0","8","17","19","2","2020-07-01 00:00:00.0000000","46","36","1","0","8","1"
"25299",Te Kōhanga Reo o ki Tāmaki Rāwhiti,"09 274 3485","07 858 4398","","265 A East Tamaki Road",Otara,Auckland,Te Kōhanga Reo,Not Applicable,Community based,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Panmure-Otahuhu,Tamaki Makaurau,Ferguson,Manukau Ward,Kerry Jones,P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,"04-381 8750","","","",-36.961558000,"174.886772000","20","4","0","3","1","2","4","0","2020-07-01 00:00:00.0000000","10","0","5","0","0","0"
"25298",BestStart Manurewa Central,"09 266 9878","",manurewacentral@best-start.org,"93 Russell Road",Manurewa,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 2,Auckland - Manurewa,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Homai East,Manurewa-Papakura Ward,Jane  Burke,P O Box 276177,Manukau City,South Auckland 2241,"09-2504136","","","",-37.020205000,"174.881716000","67","15","1","9","14","26","23","2","2020-07-01 00:00:00.0000000","75","3","23","0","20","0"
"20574",Avondale College Early Childhood Centre,"09 828 6750","09 828 6106",ecec@avcol.school.nz,"47 Victor Street",Avondale,Auckland,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Auckland - Whau,Auckland Region,Auckland,Kelston,Tamaki Makaurau,Avondale West,Whau Ward,Yasmin Khan,"Avondale College Early Childhood Education Ctr 47 Victor Street, Gate 2",Avondale,Auckland 1007,"09-8287103","","","",-36.891547000,"174.691139000","33","9","2","9","6","11","6","0","2020-07-01 00:00:00.0000000","34","12","8","0","4","3"
"65408",Bridge Street Early Learning Centre,"03 548 1234","03 548 1240",bselc@xtra.co.nz,"199 Bridge Street","",Nelson,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Nelson City,Nelson Region,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Trafalgar,Area Outside Ward,Wendy Logan,"199 Bridge Street",Nelson,Nelson 7010,"03-5450874","","99005",Nelson City Community of Learning,-41.272493000,"173.289567000","40","10","2","9","12","18","11","0","2020-07-01 00:00:00.0000000","52","39","6","0","5","2"
"10210",Glendowie Kindergarten,"09 585 1991","09 585 1062",glendowie@aka.org.nz,"225 Riddell Road",Glendowie,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Auckland - Orakei,Auckland Region,Auckland,Tamaki,Tamaki Makaurau,Glen Innes North,Orakei Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,"09-3766524","","","",-36.863010000,"174.876997000","40","0","0","0","0","21","28","5","2020-07-01 00:00:00.0000000","54","36","7","0","7","4"
"10209",Jemmas Homebased Childcare & Education Service West Auckland,"09 836 6204","09 414 6205",roanna@jemmas.co.nz,"9C Trading Place",Henderson,Auckland,Homebased Network,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Henderson-Massey,Auckland Region,Auckland,Te Atatu,Te Tai Tokerau,Henderson North,Waitakere Ward,Roanna Kettle,P O Box 15489,"",Tauranga 3144,"","","","",-36.878210000,"174.633846000","60","60","2","15","9","12","6","1","2020-07-01 00:00:00.0000000","45","18","8","0","12","3"
"10213",Amanda's Homebased ECE 3,"09 360 7514","","","5c Henry Street",Avondale,Auckland,Homebased Network,Not Applicable,Privately owned,No,EQI 5+,Auckland - Whau,Auckland Region,Auckland,New Lynn,Tamaki Makaurau,Roberton,Whau Ward,Jennifer Doran,P O Box 91631,Victoria Street West,Auckland 1142,"09-8260644","09-8173301","","",-36.891692000,"174.697354000","60","60","","","","","","","2020-07-01 00:00:00.0000000","","","","","",""
"55422",High Five Care and Learning,"04 386 2883","04 386 2890",highfive@outlook.co.nz,"298 & 300 Evans Bay Parade",Hataitai,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga,Hataitai North,Eastern Ward,Stacey Clyde,"2 Damian Grove",Waterloo,Lower Hutt 5011,"04-9381998","04-9381998","99141",Motu Kairangi Kāhui Ako,-41.301771000,"174.804498000","45","15","4","7","13","9","8","0","2020-07-01 00:00:00.0000000","41","17","5","0","5","8"
"10165",Kenese Aoga Niue,"09 263 6768","09 263 6752","","16 Israel Avenue",Otara,Auckland,Education and Care Service,Niue ECE service,Community based,Yes,EQI 1,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Botany,Tamaki Makaurau,Clover Park,Manukau Ward,Shirley Enoka,"16 B Israel Avenue",Otara,South Auckland 2023,"09-2636768","","","",-36.978924000,"174.886408000","30","5","0","2","6","3","3","0","2020-07-01 00:00:00.0000000","14","0","5","0","0","0"
"55405",Tawa Montessori Preschool,"04 232 3738","","","25 Hinau Street",Tawa,Wellington,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Wellington City,Wellington Region,Wellington,Mana,Te Tai Hauauru,Linden,Northern Ward,Stephen  Wood,"17 Fortunatus Street",Brooklyn,Wellington 6021,"04-3801497","","","",-41.160769000,"174.831909000","24","0","0","0","0","8","19","1","2020-07-01 00:00:00.0000000","28","14","3","0","9","1"
"10168",Vintage Kids,"09 524 5574","09 524 4477","","20 Ranfurly Road",Epsom,Auckland,Education and Care Service,Not Applicable,Privately owned,Yes,EQI 5+,Auckland - Albert-Eden,Auckland Region,Auckland,Epsom,Tamaki Makaurau,Mt St John,Albert-Eden-Roskill Ward,Sheree Thomason,"20 Ranfurly Road",Epsom,Auckland 1023,"09-5245574","09-5244477","","",-36.885562000,"174.777631000","26","10","0","8","13","12","9","0","2020-07-01 00:00:00.0000000","42","16","0","0","22","2"
